,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
940,"Indeed, companies that otherwise compete, may become collaborators within the OSS ecosystem they participate in.",1,0,0,0,0,0
941,"Prior research has largely focused on commercial involvement in OSS projects, but there is a scarcity of research focusing on company collaborations within OSS ecosystems.",1,0,0,0,0,0
942,"Some of these ecosystems have become critical building blocks for organizations worldwide; hence, a clear understanding of how companies collaborate within large ecosystems is essential.",1,0,0,0,0,0
943,"This paper presents the results of an empirical study of the OpenStack ecosystem, in which hundreds of companies collaborate on thousands of project repositories to deliver cloud distributions.",0,0,1,0,0,0
944,"Based on a detailed analysis, we identify clusters of collaborations, and identify four strategies that companies adopt to engage with the OpenStack ecosystem.",0,0,0,0,1,0
945,"We alsofind that companies may engage in intentional or passive collaborations, or may work in an isolated fashion.",0,0,0,0,1,0
946,"Further, wefi nd that a company's position in the collaboration network is positively associated with its productivity in OpenStack.",0,0,0,0,1,0
947,"Our study sheds light on how large OSS ecosystems work, and in particular on the patterns of collaboration within one such large ecosystem.",0,0,0,0,0,1
948,"
Open source is ubiquitous and many projects act as critical infrastructure, yet funding and sustaining the whole ecosystem is challenging.",1,0,0,0,0,0
949,"While there are many different funding models for open source and concerted efforts through foundations, donation platforms like PayPal, Patreon, and OpenCollective are popular and low-bar platforms to raise funds for open-source development.",1,0,0,0,0,0
950,"With a mixed-method study, we investigate the emerging and largely unexplored phenomenon of donations in open source.",0,0,1,0,0,0
951,"Specifically, we quantify how commonly open-source projects ask for donations, statistically model characteristics of projects that ask for and receive donations, analyze for what the requested funds are needed and used, and assess whether the received donations achieve the intended outcomes.",0,0,0,0,1,0
952,"We find 25,885 projects asking for donations on GitHub, often to support engineering activities; however, we also find no clear evidence that donations influence the activity level of a project.",0,0,0,0,1,0
953,"In fact, we find that donations are used in a multitude of ways, raising new research questions about effective funding.",0,0,0,0,0,1
954,"
The assessment of information flows is an essential part of analyzing Android apps, and is frequently supported by static taint analysis.",1,0,0,0,0,0
955,"Its precision, however, can suffer from the analysis not being able to precisely determine what elements a pointer can (and cannot) point to.",1,0,0,0,0,0
956,"Recent advances in static analysis suggest that incorporating dynamic heap snapshots, taken at one point at runtime, can significantly improve general static analysis.",1,0,0,0,0,0
957,"In this paper, we investigate to what extent this also holds for taint analysis, and how various design decisions, such as when and how many snapshots are collected during execution, and how exactly they are used, impact soundness and precision.",0,0,1,0,0,0
958,"We have extended FlowDroid to incorporate heap snapshots, yielding our prototype Heapster, and evaluated it on DroidMacroBench, a novel benchmark comprising real-world Android apps that we also make available as an artifact.",0,0,0,1,0,0
959,"The results show (1) the use of heap snapshots lowers analysis time and memory consumption while increasing precision; (2) a very good trade-off between precision and recall is achieved by a mixed mode in which the analysis falls back to static points-to relations for objects for which no dynamic data was recorded; and (3) while a single heap snapshot (ideally taken at the end of the execution) suffices to improve performance and precision, a better trade-off can be obtained by using multiple snapshots.",0,0,0,0,1,0
960,"
Automatic test generation typically aims to generate inputs that explore new paths in the program under test in order to find bugs.",1,0,0,0,0,0
961,"Existing work has, therefore, focused on guiding the exploration toward program parts that are more likely to contain bugs by using an offline static analysis.",1,0,0,0,0,0
962,"In this paper, we introduce a novel technique for targeted greybox fuzzing using an online static analysis that guides the fuzzer toward a set of target locations, for instance, located in recently modified parts of the program.",0,1,0,0,0,0
963,This is achieved by first semantically analyzing each program path that is explored by an input in the fuzzer's test suite.,0,1,0,0,0,0
964,"The results of this analysis are then used to control the fuzzer's specialized power schedule, which determines how often to fuzz inputs from the test suite.",0,1,0,0,0,0
965,"We implemented our technique by extending a state-of-the-art, industrial fuzzer for Ethereum smart contracts and evaluate its effectiveness on 27 real-world benchmarks.",0,0,0,1,0,0
966,Using an online analysis is particularly suitable for the domain of smart contracts since it does not require any code instrumentation---adding instrumentation to contracts changes their semantics.,1,0,0,0,0,0
967,Our experiments show that targeted fuzzing significantly outperforms standard greybox fuzzing for reaching 83% of the challenging target locations (up to 14x of median speed-up).,0,0,0,0,1,0
968,"
GUI animations, such as card movement, menu slide in/out, snackbar display, provide appealing user experience and enhance the usability of mobile applications.",1,0,0,0,0,0
969,"These GUI animations should not violate the platform's UI design guidelines (referred to as design-don't guideline in this work) regarding component motion and interaction, content appearing and disappearing, and elevation and shadow changes.",1,0,0,0,0,0
970,"However, none of existing static code analysis, functional GUI testing and GUI image comparison techniques can ""see"" the GUI animations on the scree, and thus they cannot support the linting of GUI animations against design-don't guidelines.",1,0,0,0,0,0
971,"In this work, we formulate this GUI animation linting problem as a multi-class screencast classification task, but we do not have sufficient labeled GUI animations to train the classifier.",0,0,1,0,0,0
972,"Instead, we propose an unsupervised, computer-vision based adversarial autoencoder to solve this linting problem.",0,0,1,0,0,0
973,"Our autoencoder learns to group similar GUI animations by ""seeing"" lots of unlabeled real-application GUI animations and learning to generate them.",0,0,0,1,0,0
974,"As the first work of its kind, we build the datasets of synthetic and real-world GUI animations.",0,0,0,1,0,0
975,"Through experiments on these datasets, we systematically investigate the learning capability of our model and its effectiveness and practicality for linting GUI animations, and identify the challenges in this linting problem for future work.",0,0,0,0,0,1
976,"
Detecting regression bugs in software evolution, analyzing side-channels in programs and evaluating robustness in deep neural networks (DNNs) can all be seen as instances of differential software analysis, where the goal is to generate diverging executions of program paths.",1,0,0,0,0,0
977,"Two executions are said to be diverging if the observable program behavior differs, e.g., in terms of program output, execution time, or (DNN) classification.",1,0,0,0,0,0
978,"The key challenge of differential software analysis is to simultaneously reason about multiple program paths, often across program variants.",1,0,0,0,0,0
979,"This paper presents HyDiff, the first hybrid approach for differential software analysis.",0,1,0,0,0,0
980,HyDiff integrates and extends two very successful testing techniques: Feedback-directed greybox fuzzing for efficient program testing and shadow symbolic execution for systematic program exploration.,0,1,0,0,0,0
981,HyDiff extends greybox fuzzing with divergence-driven feedback based on novel cost metrics that also take into account the control flow graph of the program.,0,1,0,0,0,0
982,Furthermore HyDiff extends shadow symbolic execution by applying four-way forking in a systematic exploration and still having the ability to incorporate concrete inputs in the analysis.,0,1,0,0,0,0
983,"HyDiff applies divergence revealing heuristics based on resource consumption and control-flow information to efficiently guide the symbolic exploration, which allows its efficient usage beyond regression testing applications.",0,1,0,0,0,0
984,"We introduce differential metrics such as output, decision and cost difference, as well as patch distance, to assist the fuzzing and symbolic execution components in maximizing the execution divergence.",0,0,0,0,1,0
985,We implemented our approach on top of the fuzzer AFL and the symbolic execution framework Symbolic PathFinder.,0,0,0,0,0,1
986,"Weillustrate HyDiff on regression and side-channel analysis for Java bytecode programs, and further show how to use HyDiff for robustness analysis of neural networks.",0,0,0,0,0,1
987,"
Database-backed web applications manipulate large amounts of persistent data, and such applications often contain constraints that restrict data length, data value, and other data properties.",1,0,0,0,0,0
988,Such constraints are critical in ensuring the reliability and usability of these applications.,1,0,0,0,0,0
989,"In this paper, we present a comprehensive study on where data constraints are expressed, what they are about, how often they evolve, and how their violations are handled.",0,0,1,0,0,0
990,"The results show that developers struggle with maintaining consistent data constraints and checking them across different components and versions of their web applications, leading to various problems.",0,0,0,0,1,0
991,"Guided by our study, we developed checking tools and API enhancements that can automatically detect such problems and improve the quality of such applications.",0,0,0,0,0,1
992,"
Many automated test generation techniques have been proposed for finding crashes in Android apps.",1,0,0,0,0,0
993,"Despite recent advancement in these approaches, a study shows that Android app developers prefer reading test cases written in natural language.",1,0,0,0,0,0
994,"Meanwhile, there exist redundancies in bug reports (written in natural language) across different apps that have not been previously reused.",1,0,0,0,0,0
995,"We propose collaborative bug finding, a novel approach that uses bugs in other similar apps to discover bugs in the app under test.",0,1,0,0,0,0
996,"We design three settings with varying degrees of interactions between programmers: (1) bugs from programmers who develop a different app, (2) bugs from manually searching for bug reports in GitHub repositories, (3) bugs from a bug recommendation system, Bugine.",0,1,0,0,0,0
997,Our studies of the first two settings in a software testing course show that collaborative bug finding helps students who are novice Android app testers to discover 17 new bugs.,0,0,0,0,1,0
998,"As students admit that searching for relevant bug reports could be time-consuming, we introduce Bugine, an approach that automatically recommends relevant GitHub issues for a given app.",0,0,0,0,1,0
999,"Bugine uses (1) natural language processing to find GitHub issues that mention common UI components shared between the app under test and other apps in our database, and (2) a ranking algorithm to select GitHub issues that are of the best quality.",0,0,0,0,1,0
1000,Our results show that Bugine is able to find 34 new bugs.,0,0,0,0,1,0
1001,"In total, collaborative bug finding helps us find 51 new bugs, in which eight have been confirmed and 11 have been fixed by the developers.",0,0,0,0,1,0
1002,These results confirm our intuition that our proposed technique is useful in discovering new bugs for Android apps.,0,0,0,0,0,1
1003,"
In recent years, machine translation software has increasingly been integrated into our daily lives.",1,0,0,0,0,0
1004,"People routinely use machine translation for various applications, such as describing symptoms to a foreign doctor and reading political news in a foreign language.",1,0,0,0,0,0
1005,"However, the complexity and intractability of neural machine translation (NMT) models that power modern machine translation make the robustness of these systems difficult to even assess, much less guarantee.",1,0,0,0,0,0
1006,"Machine translation systems can return inferior results that lead to misunderstanding, medical misdiagnoses, threats to personal safety, or political conflicts.",1,0,0,0,0,0
1007,"Despite its apparent importance, validating the robustness of machine translation systems is very difficult and has, therefore, been much under-explored.",1,0,0,0,0,0
1008,"To tackle this challenge, we introduce structure-invariant testing (SIT), a novel metamorphic testing approach for validating machine translation software.",0,1,0,0,0,0
1009,"Our key insight is that the translation results of ""similar"" source sentences should typically exhibit similar sentence structures.",0,1,0,0,0,0
1010,"Specifically, SIT (1) generates similar source sentences by substituting one word in a given sentence with semantically similar, syntactically equivalent words; (2) represents sentence structure by syntax parse trees (obtained via constituency or dependency parsing); (3) reports sentence pairs whose structures differ quantitatively by more than some threshold.",0,0,0,0,1,0
1011,"To evaluate SIT, we use it to test Google Translate and Bing Microsoft Translator with 200 source sentences as input, which led to 64 and 70 buggy issues with 69.5% and 70% top-1 accuracy, respectively.",0,0,0,1,1,0
1012,"The translation errors are diverse, including under-translation, over-translation, incorrect modification, word/phrase mistranslation, and unclear logic.",0,0,0,0,0,1
1013,"
Misleading names of the methods in a project or the APIs in a software library confuse developers about program functionality and API usages, leading to API misuses and defects.",1,0,0,0,0,0
1014,"In this paper, we introduce MNire, a machine learning approach to check the consistency between the name of a given method and its implementation.",0,1,0,0,0,0
1015,MNire first generates a candidate name and compares the current name against it.,0,1,0,0,0,0
1016,"If the two names are sufficiently similar, we consider the method as consistent.",0,1,0,0,0,0
1017,"To generate the method name, we draw our ideas and intuition from an empirical study on the nature of method names in a large dataset.",0,0,0,1,0,0
1018,"Our key finding is that high proportions of the tokens of method names can be found in the three contexts of a given method including its body, the interface (the method's parameter types and return type), and the enclosing class' name.",0,0,0,0,1,0
1019,"Even when such tokens are not there, MNire uses the contexts to predict the tokens due to the high likelihoods of their co-occurrences.",0,0,0,0,1,0
1020,Our unique idea is to treat the name generation as an abstract summarization on the tokens collected from the names of the program entities in the three above contexts.,0,0,0,0,1,0
1021,We conducted several experiments to evaluate MNire in method name consistency checking and in method name recommending on large datasets with +14M methods.,0,0,0,1,0,0
1022,"In detecting inconsistency method names, MNire improves the state-of-the-art approach by 10.4% and 11% relatively in recall and precision, respectively.",0,0,0,0,1,0
1023,"In method name recommendation, MNire improves relatively over the state-of-the-art technique, code2vec, in both recall (18.2% higher) and precision (11.1% higher).",0,0,0,0,1,0
1024,"To assess MNire's usefulness, we used it to detect inconsistent methods and suggest new names in several active, GitHub projects.",0,0,0,1,0,0
1025,We made 50 pull requests (PRs) and received 42 responses.,0,0,0,1,0,0
1026,"Among them, five PRs were merged into the main branch, and 13 were approved for later merging.",0,0,0,0,1,0
1027,"In total, in 31/42 cases, the developer teams agree that our suggested names are more meaningful than the current names, showing MNire's usefulness.",0,0,0,0,0,1
1028,"
Developers build programs based on software libraries to reduce coding effort.",1,0,0,0,0,0
1029,"If a program inappropriately sets an API parameter, the program may exhibit unexpected runtime behaviors.",1,0,0,0,0,0
1030,"To help developers correctly use library APIs, researchers built tools to mine API parameter rules.",1,0,0,0,0,0
1031,"However, it is still unknown (1) what types of parameter rules there are, and (2) how these rules distribute inside documents and source files.",1,0,0,0,0,0
1032,"In this paper, we conducted an empirical study to investigate the above-mentioned questions.",0,0,1,1,0,0
1033,"To analyze as many parameter rules as possible, we took a hybrid approach that combines automatic localization of constrained parameters with manual inspection.",0,0,0,1,0,0
1034,"Our automatic approach---PaRu---locates parameters that have constraints either documented in Javadoc (i.e., document rules) or implied by source code (i.e., code rules).",0,0,0,1,0,0
1035,"Our manual inspection (1) identifies and categorizes rules for the located parameters, and (2) establishes mapping between document and code rules.",0,0,0,0,1,0
1036,"By applying PaRu to 9 widely used libraries, we located 5,334 parameters with either document or code rules.",0,0,0,0,1,0
1037,"Interestingly, there are only 187 parameters that have both types of rules, and 79 pairs of these parameter rules are unmatched.",0,0,0,0,1,0
1038,"Additionally, PaRu extracted 1,688 rule sentences from Javadoc and code.",0,0,0,0,1,0
1039,"We manually classified these sentences into six categories, two of which are overlooked by prior approaches.",0,0,0,0,1,0
1040,We found that 86.2% of parameters have only code rules; 10.3% of parameters have only document rules; and only 3.5% of parameters have both document and code rules.,0,0,0,0,1,0
1041,Our research reveals the challenges for automating parameter rule extraction.,0,0,0,0,0,1
1042,"Based on our findings, we discuss the potentials of prior approaches and present our insights for future tool design.",0,0,0,0,0,1
1043,"
The number of vulnerabilities increases rapidly in recent years, due to advances in vulnerability discovery solutions.",1,0,0,0,0,0
1044,It enables a thorough analysis on the vulnerability distribution and provides support for correlation analysis and prediction of vulnerabilities.,1,0,0,0,0,0
1045,"Previous research either focuses on analyzing bugs rather than vulnerabilities, or only studies general vulnerability distribution among projects rather than the distribution within each project.",1,0,0,0,0,0
1046,"In this paper, we collected a large vulnerability dataset, consisting of all known vulnerabilities associated with five representative open source projects, by utilizing automated crawlers and spending months of manual efforts.",0,0,1,0,0,0
1047,"We then analyzed the vulnerability distribution within each project over four dimensions, including files, functions, vulnerability types and responsible developers.",0,0,1,0,0,0
1048,"Based on the results analysis, we presented 12 practical insights on the distribution of vulnerabilities.",0,0,0,0,1,0
1049,"Finally, we applied such insights on several vulnerability discovery solutions (including static analysis and dynamic fuzzing), and helped them find 10 zero-day vulnerabilities in target projects, showing that our insights are useful.",0,0,0,0,1,0
1050,"
Test-to-code traceability links model the relationships between test artefacts and code artefacts.",1,0,0,0,0,0
1051,"When utilised during the development process, these links help developers to keep test code in sync with tested code, reducing the rate of test failures and missed faults.",1,0,0,0,0,0
1052,"Test-to-code traceability links can also help developers to maintain an accurate mental model of the system, reducing the risk of architectural degradation when making changes.",1,0,0,0,0,0
1053,"However, establishing and maintaining these links manually places an extra burden on developers and is error-prone.",1,0,0,0,0,0
1054,"This paper presents TCtracer, an approach and implementation for the automatic establishment of test-to-code traceability links.",0,1,0,0,0,0
1055,"Unlike existing work, TCtracer operates at both the method level and the class level, allowing us to establish links between tests and functions, as well as between test classes and tested classes.",0,1,0,0,0,0
1056,We improve over existing techniques by combining an ensemble of new and existing techniques and exploiting a synergistic flow of information between the method and class levels.,0,1,0,0,0,0
1057,"An evaluation of TCtracer using four large, well-studied open source systems demonstrates that, on average, we can establish test-to-function links with a mean average precision (MAP) of 78% and test-class-to-class links with an MAP of 93%.",0,0,0,0,1,0
1058,"
Large-scale open source communities, such as the Linux kernel, have gone through decades of development, substantially growing in scale and complexity.",1,0,0,0,0,0
1059,"In the traditional workflow, maintainers serve as ""gatekeepers"" for the subsystems that they maintain.",1,0,0,0,0,0
1060,"As the number of patches and authors significantly increases, maintainers come under considerable pressure, which may hinder the operation and even the sustainability of the community.",1,0,0,0,0,0
1061,A few subsystems have begun to use new workflows to address these issues.,1,0,0,0,0,0
1062,"However, it is unclear to what extent these new workflows are successful, or how to apply them.",1,0,0,0,0,0
1063,"Therefore, we conduct an empirical study on the multiple-committer model (MCM) that has provoked extensive discussion in the Linux kernel community.",0,0,1,0,0,0
1064,"We explore the effect of the model on the i915 subsystem with respect to four dimensions: pressure, latency, complexity, and quality assurance.",0,0,1,0,0,0
1065,"We find that after this model was adopted, the burden of the i915 maintainers was significantly reduced.",0,0,0,0,1,0
1066,"Also, the model scales well to allow more committers.",0,0,0,0,1,0
1067,"After analyzing the online documents and interviewing the maintainers of i915, we propose that overloaded subsystems which have trustworthy candidate committers are suitable for adopting the model.",0,0,0,0,0,1
1068,"We further suggest that the success of the model is closely related to a series of measures for risk mitigation---sufficient precommit testing, strict review process, and the use of tools to simplify work and reduce errors.",0,0,0,0,0,1
1069,We employ a network analysis approach to locate candidate committers for the target subsystems and validate this approach and contextual success factors through email interviews with their maintainers.,0,0,0,1,0,0
1070,"To the best of our knowledge, this is the first study focusing on how to scale open source communities.",0,0,0,1,0,0
1071,We expect that our study will help the rapidly growing Linux kernel and other similar communities to adapt to changes and remain sustainable.,0,0,0,0,0,1
1072,"We present SAVER, a new memory-error repair technique for C programs.",1,0,0,0,0,0
1073,"Memory errors such as memory leak, double-free, and use-after-free are highly prevalent and fixing them requires significant effort.",1,0,0,0,0,0
1074,Automated program repair techniques hold the promise of reducing this burden but the state-of-the-art is still unsatisfactory.,1,0,0,0,0,0
1075,"In particular, no existing techniques are able to fix those errors in a scalable, precise, and safe way, all of which are required for a truly practical tool.",1,0,0,0,0,0
1076,SAVER aims to address these shortcomings.,0,1,0,0,0,0
1077,"To this end, we propose a method based on a novel representation of the program called object flow graph, which summarizes the program's heap-related behavior using static analysis.",0,0,1,0,0,0
1078,We show that fixing memory errors can be formulated as a graph labeling problem over object flow graph and present an efficient algorithm.,0,0,1,0,0,0
1079,"We evaluated SAVER in combination with Infer, an industrial-strength static bug-finder, and show that 74% of the reported errors can be fixed automatically for a range of open-source C programs.",0,0,0,1,1,0
1080,Rust is a promising systems programming language that embraces both high-level memory safety and low-level resource manipulation.,1,0,0,0,0,0
1081,"However, the dark side of Rust, unsafe Rust, leaves a large security hole as it bypasses the Rust type system in order to support low-level operations.",1,0,0,0,0,0
1082,"Recently, several real-world memory corruption vulnerabilities have been discovered in Rust's standard libraries.",1,0,0,0,0,0
1083,"We present XRust, a new technique that mitigates the security threat of unsafe Rust by ensuring the integrity of data flow from unsafe Rust code to safe Rust code.",0,1,1,0,0,0
1084,"The cornerstone of XRust is a novel heap allocator that isolates the memory of unsafe Rust from that accessed only in safe Rust, and prevents any cross-region memory corruption.",0,0,1,0,0,0
1085,Our design of XRust supports both single-and multi-threaded Rust programs.,0,0,1,0,0,0
1086,Our extensive experiments on real-world Rust applications and standard libraries show that XRust is both highly efficient and effective in practice.,0,0,0,1,1,0
1087,"Code injection attacks, like the one used in the high-profile 2017 Equifax breach, have become increasingly common, now ranking #1 on OWASP's list of critical web application vulnerabilities.",1,0,0,0,0,0
1088,Static analyses for detecting these vulnerabilities can overwhelm developers with false positive reports.,1,0,0,0,0,0
1089,"Meanwhile, most dynamic analyses rely on detecting vulnerabilities as they occur in the field, which can introduce a high performance overhead in production code.",1,0,0,0,0,0
1090,This paper describes a new approach for detecting injection vulnerabilities in applications by harnessing the combined power of human developers' test suites and automated dynamic analysis.,0,1,1,0,0,0
1091,"Our new approach, Rivulet, monitors the execution of developer-written functional tests in order to detect information flows that may be vulnerable to attack.",0,0,1,0,0,0
1092,"Then, Rivulet uses a white-box test generation technique to repurpose those functional tests to check if any vulnerable flow could be exploited.",0,0,1,0,0,0
1093,"When applied to the version of Apache Struts exploited in the 2017 Equifax attack, Rivulet quickly identifies the vulnerability, leveraging only the tests that existed in Struts at that time.",0,0,0,0,1,0
1094,"We compared Rivulet to the state-of-the-art static vulnerability detector Julia on benchmarks, finding that Rivulet outperformed Julia in both false positives and false negatives.",0,0,0,1,1,0
1095,We also used Rivulet to detect new vulnerabilities.,0,0,0,0,1,0
1096,"According to the World Health Organization(WHO), it is estimated that approximately 1.3 billion people live with some forms of vision impairment globally, of whom 36 million are blind.",1,0,0,0,0,0
1097,"Due to their disability, engaging these minority into the society is a challenging problem.",1,0,0,0,0,0
1098,The recent rise of smart mobile phones provides a new solution by enabling blind users' convenient access to the information and service for understanding the world.,1,0,0,0,0,0
1099,"Users with vision impairment can adopt the screen reader embedded in the mobile operating systems to read the content of each screen within the app, and use gestures to interact with the phone.",1,0,0,0,0,0
1100,"However, the prerequisite of using screen readers is that developers have to add natural-language labels to the image-based components when they are developing the app.",1,0,0,0,0,0
1101,"Unfortunately, more than 77% apps have issues of missing labels, according to our analysis of 10,408 Android apps.",1,0,0,0,0,0
1102,Most of these issues are caused by developers' lack of awareness and knowledge in considering the minority.,1,0,0,0,0,0
1103,"And even if developers want to add the labels to UI components, they may not come up with concise and clear description as most of them are of no visual issues.",1,0,0,0,0,0
1104,"To overcome these challenges, we develop a deep-learning based model, called LabelDroid, to automatically predict the labels of image-based buttons by learning from large-scale commercial apps in Google Play.",0,1,1,0,0,0
1105,The experimental results show that our model can make accurate predictions and the generated labels are of higher quality than that from real Android developers.,0,0,0,1,1,0
1106,"Screen recordings of mobile applications are easy to obtain and capture a wealth of information pertinent to software developers (e.g., bugs or feature requests), making them a popular mechanism for crowdsourced app feedback.",1,0,0,0,0,0
1107,"Thus, these videos are becoming a common artifact that developers must manage.",1,0,0,0,0,0
1108,"In light of unique mobile development constraints, including swift release cycles and rapidly evolving platforms, automated techniques for analyzing all types of rich software artifacts provide benefit to mobile developers.",1,0,0,0,0,0
1109,"Unfortunately, automatically analyzing screen recordings presents serious challenges, due to their graphical nature, compared to other types of (textual) artifacts.",1,0,0,0,0,0
1110,"To address these challenges, this paper introduces V2S, a lightweight, automated approach for translating video recordings of Android app usages into replayable scenarios.",0,1,1,0,0,0
1111,"V2S is based primarily on computer vision techniques and adapts recent solutions for object detection and image classification to detect and classify user actions captured in a video, and convert these into a replayable test scenario.",0,0,1,0,0,0
1112,"We performed an extensive evaluation of V2S involving 175 videos depicting 3,534 GUI-based actions collected from users exercising features and reproducing bugs from over 80 popular Android apps.",0,0,0,1,0,0
1113,"Our results illustrate that V2S can accurately replay scenarios from screen recordings, and is capable of reproducing ≈89% of our collected videos with minimal overhead.",0,0,0,0,1,0
1114,A case study with three industrial partners illustrates the potential usefulness of V2S from the viewpoint of developers.,0,0,0,0,1,0
1115,"When a program fails to process an input, it need not be the program code that is at fault.",1,0,0,0,0,0
1116,"It can also be that the input data is faulty, for instance as result of data corruption.",1,0,0,0,0,0
1117,"To get the data processed, one then has to debug the input data---that is, (1) identify which parts of the input data prevent processing, and (2) recover as much of the (valuable) input data as possible.",1,0,0,0,0,0
1118,"In this paper, we present a general-purpose algorithm called ddmax that addresses these problems automatically.",0,1,1,0,0,0
1119,"Through experiments, ddmax maximizes the subset of the input that can still be processed by the program, thus recovering and repairing as much data as possible; the difference between the original failing input and the ""maximized"" passing input includes all input fragments that could not be processed.",0,0,1,0,0,0
1120,"To the best of our knowledge, ddmax is the first approach that fixes faults in the input data without requiring program analysis.",0,0,1,0,0,0
1121,"In our evaluation, ddmax repaired about 69% of input files and recovered about 78% of data within one minute per input.",0,0,0,0,1,0
1122,"Cognitive biases are hard-wired behaviors that influence developer actions and can set them on an incorrect course of action, necessitating backtracking.",1,0,0,0,0,0
1123,"While researchers have found that cognitive biases occur in development tasks in controlled lab studies, we still don't know how these biases affect developers' everyday behavior.",1,0,0,0,0,0
1124,"Without such an understanding, development tools and practices remain inadequate.",1,0,0,0,0,0
1125,"To close this gap, we conducted a 2-part field study to examine the extent to which cognitive biases occur, the consequences of these biases on developer behavior, and the practices and tools that developers use to deal with these biases.",0,1,1,1,0,0
1126,About 70% of observed actions that were reversed were associated with at least one cognitive bias.,0,0,0,0,1,0
1127,"Further, even though developers recognized that biases frequently occur, they routinely are forced to deal with such issues with ad hoc processes and sub-optimal tool support.",0,0,0,0,1,0
1128,As one participant (IP12) lamented: There is no salvation!,0,0,0,0,0,1
1129,"Informal technology 'meetups' have become an important aspect of the software development community, engaging many thousands of practitioners on a regular basis.",1,0,0,0,0,0
1130,"However, although local technology meetups are well-attended by developers, little is known about their motivations for participating, the type or usefulness of information that they acquire, and how local meetups might differ from and complement other available communication channels for software engineering information.",1,0,1,0,0,0
1131,"We interviewed the leaders of technology-oriented Meetup groups, and collected quantitative information via a survey distributed to participants in technology-oriented groups.",0,1,0,1,0,0
1132,"Our findings suggest that participants in these groups are primarily experienced software practitioners, who use Meetup for staying abreast of new developments, building local networks and achieving transfer of rich tacit knowledge with peers to improve their practice.",0,0,0,0,1,0
1133,We also suggest that face to face meetings are useful forums for exchanging tacit knowledge and contextual information needed for software engineering practice.,0,0,0,0,0,1
1134,"Smart contracts are Turing-complete programs that execute on the infrastructure of the blockchain, which often manage valuable digital assets.",1,0,0,0,0,0
1135,Solidity is one of the most popular programming languages for writing smart contracts on the Ethereum platform.,1,0,0,0,0,0
1136,"Like traditional programs, smart contracts may contain vulnerabilities.",1,0,0,0,0,0
1137,"Unlike traditional programs, smart contracts cannot be easily patched once they are deployed.",1,0,0,0,0,0
1138,It is thus important that smart contracts are tested thoroughly before deployment.,1,0,0,0,0,0
1139,"In this work, we present an adaptive fuzzer for smart contracts on the Ethereum platform called sFuzz.",0,1,1,0,0,0
1140,"Compared to existing Solidity fuzzers, sFuzz combines the strategy in the AFL fuzzer and an efficient lightweight multi-objective adaptive strategy targeting those hard-to-cover branches.",0,0,1,0,0,0
1141,"sFuzz has been applied to more than 4 thousand smart contracts and the experimental results show that (1) sFuzz is efficient, e.g., two orders of magnitude faster than state-of-the-art tools; (2) sFuzz is effective in achieving high code coverage and discovering vulnerabilities; and (3) the different fuzzing strategies in sFuzz complement each other.",0,0,0,1,1,0
1142,"As deep neural networks are increasingly being deployed in practice, their efficiency has become an important issue.",1,0,0,0,0,0
1143,"While there are compression techniques for reducing the network's size, energy consumption and computational requirement, they only demonstrate empirically that there is no loss of accuracy, but lack formal guarantees of the compressed network, e.g., in the presence of adversarial examples.",1,0,0,0,0,0
1144,"Existing verification techniques such as Reluplex, ReluVal, and DeepPoly provide formal guarantees, but they are designed for analyzing a single network instead of the relationship between two networks.",1,0,0,0,0,0
1145,"To fill the gap, we develop a new method for differential verification of two closely related networks.",0,1,1,0,0,0
1146,Our method consists of a fast but approximate forward interval analysis pass followed by a backward pass that iteratively refines the approximation until the desired property is verified.,0,0,1,0,0,0
1147,We have two main innovations.,0,0,1,0,0,0
1148,"During the forward pass, we exploit structural and behavioral similarities of the two networks to more accurately bound the difference between the output neurons of the two networks.",0,0,1,0,0,0
1149,"Then in the backward pass, we leverage the gradient differences to more accurately compute the most beneficial refinement.",0,0,1,0,0,0
1150,"Our experiments show that, compared to state-of-the-art verification tools, our method can achieve orders-of-magnitude speedup and prove many more properties than existing tools.",0,0,0,1,1,0
1151,Test-based automated program repair has been a prolific field of research in software engineering in the last decade.,1,0,0,0,0,0
1152,"Many approaches have indeed been proposed, which leverage test suites as a weak, but affordable, approximation to program specifications.",1,0,0,0,0,0
1153,"Although the literature regularly sets new records on the number of benchmark bugs that can be fixed, several studies increasingly raise concerns about the limitations and biases of state-of-the-art approaches.",1,0,0,0,0,0
1154,"For example, the correctness of generated patches has been questioned in a number of studies, while other researchers pointed out that evaluation schemes may be misleading with respect to the processing of fault localization results.",1,0,0,0,0,0
1155,"Nevertheless, there is little work addressing the efficiency of patch generation, with regard to the practicality of program repair.",1,0,0,0,0,0
1156,"In this paper, we fill this gap in the literature, by providing an extensive review on the efficiency of test suite based program repair.",0,1,1,1,0,0
1157,"Our objective is to assess the number of generated patch candidates, since this information is correlated to (1) the strategy to traverse the search space efficiently in order to select sensical repair attempts, (2) the strategy to minimize the test effort for identifying a plausible patch, (3) as well as the strategy to prioritize the generation of a correct patch.",0,1,1,0,0,0
1158,"To that end, we perform a large-scale empirical study on the efficiency, in terms of quantity of generated patch candidates of the 16 open-source repair tools for Java programs.",0,0,0,1,0,0
1159,The experiments are carefully conducted under the same fault localization configurations to limit biases.,0,0,0,1,0,0
