,sentence,background_motivation,aim_contribution,research_object,research_method,results_findings,summary
341,"We propose a new dynamic invariant analysis and automated refactoring technique, called HeteroRefactor.",0,1,1,0,0,0
342,"First, HeteroRefactor monitors FPGA-specific dynamic invariants---the required bitwidth of integer and floating-point variables, and the size of recursive data structures and stacks.",0,0,1,0,0,0
343,"Second, using this knowledge of dynamic invariants, it refactors the kernel to make traditionally HLS-incompatible programs synthesizable and to optimize the accelerator's resource usage and frequency further.",0,0,1,0,0,0
344,"Third, to guarantee correctness, it selectively offloads the computation from CPU to FPGA, only if an input falls within the dynamic invariant.",0,0,1,0,0,0
345,"On average, for a recursive program of size 175 LOC, an expert FPGA programmer would need to write 185 more LOC to implement an HLS compatible version, while HeteroRefactor automates such transformation.",0,0,0,0,1,0
346,Our results on Xilinx FPGA show that HeteroRefactor minimizes BRAM by 83% and increases frequency by 42% for recursive programs; reduces BRAM by 41% through integer bitwidth reduction; and reduces DSP by 50% through floating-point precision tuning.,0,0,0,0,1,0
347,Automated Program Repair (APR) is very useful in helping developers in the process of software development and maintenance.,1,0,0,0,0,0
348,"Despite recent advances in deep learning (DL), the DL-based APR approaches still have limitations in learning bug-fixing code changes and the context of the surrounding source code of the bug-fixing code changes.",1,0,0,0,0,0
349,These limitations lead to incorrect fixing locations or fixes.,1,0,0,0,0,0
350,"In this paper, we introduce DLFix, a two-tier DL model that treats APR as code transformation learning from the prior bug fixes and the surrounding code contexts of the fixes.",0,1,1,0,0,0
351,The first layer is a tree-based RNN model that learns the contexts of bug fixes and its result is used as an additional weighting input for the second layer designed to learn the bug-fixing code transformations.,0,0,1,0,0,0
352,"We conducted several experiments to evaluate DLFix in two benchmarks: Defect4j and Bugs.jar, and a newly built bug datasets with a total of +20K real-world bugs in eight projects.",0,0,0,1,0,0
353,We compared DLFix against a total of 13 state-of-the-art pattern-based APR tools.,0,0,0,1,0,0
354,"Our results show that DLFix can auto-fix more bugs than 11 of them, and is comparable and complementary to the top two pattern-based APR tools in which there are 7 and 11 unique bugs that they cannot detect, respectively, but we can.",0,0,0,0,1,0
355,"Importantly, DLFix is fully automated and data-driven, and does not require hard-coding of bug-fixing patterns as in those tools.",0,0,1,0,0,0
356,We compared DLFix against 4 state-of-the-art deep learning based APR models.,0,0,0,1,0,0
357,DLFix is able to fix 2.5 times more bugs than the best performing baseline.,0,0,0,0,1,0
358,Existing GUI testing approaches of Android apps usually test apps from a single entry.,1,0,0,0,0,0
359,"In this way, the marginal activities far away from the default entry are difficult to be covered.",1,0,0,0,0,0
360,"The marginal activities may fail to be launched due to requiring a great number of activity transitions or involving complex user operations, leading to uneven coverage on activity components.",1,0,0,0,0,0
361,"Besides, since the test space of GUI programs is infinite, it is difficult to test activities under complete launching contexts using single-entry testing approaches.",1,0,0,0,0,0
362,"In this paper, we address these issues by constructing activity launching contexts and proposing a multiple-entry testing framework.",0,1,1,0,0,0
363,"We perform an inter-procedural, flow-, context- and path-sensitive analysis to build activity launching models and generate complete launching contexts.",0,1,1,0,0,0
364,"By activity exposing and static analysis, we could launch activities directly under various contexts without performing long event sequence on GUI.",0,0,1,0,0,0
365,"Besides, to achieve an in-depth exploration, we design an adaptive exploration framework which supports the multiple-entry exploration and dynamically assigns weights to entries in each turn.",0,0,1,0,0,0
366,"Our approach is implemented in a tool called Fax, with an activity launching strategy Faxla and an exploration strategy Faxex.",0,0,1,0,0,0
367,"The experiments on 20 real-world apps show that Faxla can cover 96.4% and successfully launch 60.6% activities, based on which Faxex further achieves a relatively 19.7% improvement on method coverage compared with the most popular tool Monkey.",0,0,0,1,1,0
368,Our tool also behaves well in revealing hidden bugs.,0,0,0,0,1,0
369,"Fax can trigger over seven hundred unique crashes, including 180 Errors and 539 Warnings, which is significantly higher than those of other tools.",0,0,0,0,1,0
370,"Among the 46 bugs reported to developers on Github, 33 have been fixed up to now.",0,0,0,0,1,0
371,Software engineering involves writing new code or editing existing code.,1,0,0,0,0,0
372,"Recent efforts have investigated the neural processes associated with reading and comprehending code --- however, we lack a thorough understanding of the human cognitive processes underlying code writing.",1,0,0,0,0,0
373,"While prose reading and writing have been studied thoroughly, that same scrutiny has not been applied to code writing.",1,0,0,0,0,0
374,"In this paper, we leverage functional brain imaging to investigate neural representations of code writing in comparison to prose writing.",0,1,1,0,0,0
375,"We present the first human study in which participants wrote code and prose while undergoing a functional magnetic resonance imaging (fMRI) brain scan, making use of a full-sized fMRI-safe QWERTY keyboard.",0,0,0,1,0,0
376,We find that code writing and prose writing are significantly dissimilar neural tasks.,0,0,0,0,1,0
377,"While prose writing entails significant left hemisphere activity associated with language, code writing involves more activations of the right hemisphere, including regions associated with attention control, working memory, planning and spatial cognition.",0,0,0,0,1,0
378,These findings are unlike existing work in which code and prose comprehension were studied.,0,0,0,0,1,0
379,"By contrast, we present the first evidence suggesting that code and prose writing are quite dissimilar at the neural level.",0,0,0,0,1,0
380,"Once a programmer knows one language, they can leverage concepts and knowledge already learned, and easily pick up another programming language.",1,0,0,0,0,0
381,But is that always the case?,1,0,0,0,0,0
382,"To understand if programmers have difficulty learning additional programming languages, we conductedan empirical study of Stack Overflow questions across 18 different programming languages.",0,1,1,1,0,0
383,We hypothesized that previous knowledge could potentially interfere with learning a new programming language.,0,0,0,0,1,0
384,"From our inspection of 450 Stack Overflow questions, we found 276 instances of interference that occurred due to faulty assumptions originating from knowledge about a different language.",0,0,0,0,1,0
385,"To understand why these difficulties occurred, we conducted semi-structured interviews with 16 professional programmers.",0,0,0,1,0,0
386,The interviews revealed that programmers make failed attempts to relate a new programming language with what they already know.,0,0,0,0,1,0
387,"Our findings inform design implications for technical authors, toolsmiths, and language designers, such as designing documentation and automated tools that reduce interference, anticipating uncommon language transitions during language design, and welcoming programmers not just into a language, but its entire ecosystem.",0,0,0,0,0,1
388,Deep Neural Networks (DNNs) are the core component of modern autonomous driving systems.,1,0,0,0,0,0
389,"To date, it is still unrealistic that a DNN will generalize correctly to all driving conditions.",1,0,0,0,0,0
390,Current testing techniques consist of offline solutions that identify adversarial or corner cases for improving the training phase.,1,0,0,0,0,0
391,"In this paper, we address the problem of estimating the confidence of DNNs in response to unexpected execution contexts with the purpose of predicting potential safety-critical misbehaviours and enabling online healing of DNN-based vehicles.",0,1,1,0,0,0
392,"Our approach SelfOracle is based on a novel concept of self-assessment oracle, which monitors the DNN confidence at runtime, to predict unsupported driving scenarios in advance.",0,0,1,0,0,0
393,"SelfOracle uses autoencoder-and time series-based anomaly detection to reconstruct the driving scenarios seen by the car, and to determine the confidence boundary between normal and unsupported conditions.",0,0,1,0,0,0
394,"In our empirical assessment, we evaluated the effectiveness of different variants of SelfOracle at predicting injected anomalous driving contexts, using DNN models and simulation environment from Udacity.",0,0,0,1,0,0
395,"Results show that, overall, SelfOracle can predict 77% misbehaviours, up to six seconds in advance, outperforming the online input validation approach of DeepRoad.",0,0,0,0,1,0
396,The sheer complexity of web applications leaves open a large attack surface of business logic.,1,0,0,0,0,0
397,"Particularly, in some scenarios, developers have to expose a portion of the logic to the client-side in order to coordinate multiple parties (e.g. merchants, client users, and third-party payment services) involved in a business process.",1,0,0,0,0,0
398,"However, such client-side code can be tampered with on the fly, leading to business logic perturbations and financial loss.",1,0,0,0,0,0
399,"Although developers become familiar with concepts that the client should never be trusted, given the size and the complexity of the client-side code that may be even incorporated from third parties, it is extremely challenging to understand and pinpoint the vulnerability.",1,0,0,0,0,0
400,"To this end, we investigate client-side business flow tampering vulnerabilities and develop a dynamic analysis based approach to automatically identifying such vulnerabilities.",0,1,1,0,0,0
401,We evaluate our technique on 200 popular real-world websites.,0,0,0,1,0,0
402,"With negligible overhead, we have successfully identified 27 unique vulnerabilities on 23 websites, such as New York Times, HBO, and YouTube, where an adversary can interrupt business logic to bypass paywalls, disable adblocker detection, earn reward points illicitly, etc.",0,0,0,0,1,0
403,Online chatting is gaining popularity and plays an increasingly significant role in software development.,1,0,0,0,0,0
404,"When discussing functionalities, developers might reveal their desired features to other developers.",1,0,0,0,0,0
405,Automated mining techniques towards retrieving feature requests from massive chat messages can benefit the requirements gathering process.,1,0,0,0,0,0
406,"But it is quite challenging to perform such techniques because detecting feature requests from dialogues requires a thorough understanding of the contextual information, and it is also extremely expensive on annotating feature-request dialogues for learning.",1,0,0,0,0,0
407,"To bridge that gap, we recast the traditional text classification task of mapping single dialog to its class into the task of determining whether two dialogues are similar or not by incorporating few-shot learning.",0,1,0,0,0,0
408,"We propose a novel approach, named FRMiner, which can detect feature-request dialogues from chat messages via deep Siamese network.",0,0,1,0,0,0
409,We design a BiLSTM-based dialog model that can learn the contextual information of a dialog in both forward and reverse directions.,0,0,1,0,0,0
410,"Evaluation on the real-world projects shows that our approach achieves average precision, recall and F1-score of 88.52%, 88.50% and 88.51%, which confirms that our approach could effectively detect hidden feature requests from chat messages, thus can facilitate gathering comprehensive requirements from the crowd in an automated way.",0,0,0,1,1,0
411,Data-driven defect prediction has become increasingly important in software engineering process.,1,0,0,0,0,0
412,"Since it is not uncommon that data from a software project is insufficient for training a reliable defect prediction model, transfer learning that borrows data/konwledge from other projects to facilitate the model building at the current project, namely cross-project defect prediction (CPDP), is naturally plausible.",1,0,0,0,0,0
413,"Most CPDP techniques involve two major steps, i.e., transfer learning and classification, each of which has at least one parameter to be tuned to achieve their optimal performance.",1,0,0,0,0,0
414,This practice fits well with the purpose of automated parameter optimization.,1,0,0,0,0,0
415,"However, there is a lack of thorough understanding about what are the impacts of automated parameter optimization on various CPDP techniques.",1,0,0,0,0,0
416,"In this paper, we present the first empirical study that looks into such impacts on 62 CPDP techniques, 13 of which are chosen from the existing CPDP literature while the other 49 ones have not been explored before.",0,1,1,1,0,0
417,We build defect prediction models over 20 real-world software projects that are of different scales and characteristics.,0,0,1,0,0,0
418,Our findings demonstrate that: (1) Automated parameter optimization substantially improves the defect prediction performance of 77% CPDP techniques with a manageable computational cost.,0,0,0,0,1,0
419,Thus more efforts on this aspect are required in future CPDP studies.,0,0,0,0,1,0
420,(2) Transfer learning is of ultimate importance in CPDP.,0,0,0,0,1,0
421,"Given a tight computational budget, it is more cost-effective to focus on optimizing the parameter configuration of transfer learning algorithms (3) The research on CPDP is far from mature where it is 'not difficult' to find a better alternative by making a combination of existing transfer learning and classification techniques.",0,0,0,0,1,0
422,This finding provides important insights about the future design of CPDP techniques.,0,0,0,0,0,1
423,Existing work on software patches often use features specific to a single task.,1,0,0,0,0,0
424,"These works often rely on manually identified features, and human effort is required to identify these features for each task.",1,0,0,0,0,0
425,"In this work, we propose CC2Vec, a neural network model that learns a representation of code changes guided by their accompanying log messages, which represent the semantic intent of the code changes.",0,1,1,0,0,0
426,CC2Vec models the hierarchical structure of a code change with the help of the attention mechanism and uses multiple comparison functions to identify the differences between the removed and added code.,0,0,1,0,0,0
427,"To evaluate if CC2Vec can produce a distributed representation of code changes that is general and useful for multiple tasks on software patches, we use the vectors produced by CC2Vec for three tasks: log message generation, bug fixing patch identification, and just-in-time defect prediction.",0,0,0,1,0,0
428,"In all tasks, the models using CC2Vec outperform the state-of-the-art techniques.",0,0,0,0,1,0
429,"Over the last few years, there has been substantial research on automated analysis, testing, and debugging of Ethereum smart contracts.",1,0,0,0,0,0
430,"However, it is not trivial to compare and reproduce that research.",1,0,0,0,0,0
431,"To address this, we present an empirical evaluation of 9 state-of-the-art automated analysis tools using two new datasets: i) a dataset of 69 annotated vulnerable smart contracts that can be used to evaluate the precision of analysis tools; and ii) a dataset with all the smart contracts in the Ethereum Blockchain that have Solidity source code available on Etherscan (a total of 47,518 contracts).",0,1,1,1,0,0
432,"The datasets are part of SmartBugs, a new extendable execution framework that we created to facilitate the integration and comparison between multiple analysis tools and the analysis of Ethereum smart contracts.",0,0,0,1,0,0
433,We used SmartBugs to execute the 9 automated analysis tools on the two datasets.,0,0,0,1,0,0
434,"In total, we ran 428,337 analyses that took approximately 564 days and 3 hours, being the largest experimental setup to date both in the number of tools and in execution time.",0,0,0,1,1,0
435,"We found that only 42% of the vulnerabilities from our annotated dataset are detected by all the tools, with the tool Mythril having the higher accuracy (27%).",0,0,0,0,1,0
436,"When considering the largest dataset, we observed that 97% of contracts are tagged as vulnerable, thus suggesting a considerable number of false positives.",0,0,0,0,1,0
437,"Indeed, only a small number of vulnerabilities (and of only two categories) were detected simultaneously by four or more tools.",0,0,0,0,1,0
438,"Over the past decade, deep learning (DL) has been successfully applied to many industrial domain-specific tasks.",1,0,0,0,0,0
439,"However, the current state-of-the-art DL software still suffers from quality issues, which raises great concern especially in the context of safety- and security-critical scenarios.",1,0,0,0,0,0
440,"Adversarial examples (AEs) represent a typical and important type of defects needed to be urgently addressed, on which a DL software makes incorrect decisions.",1,0,0,0,0,0
441,"Such defects occur through either intentional attack or physical-world noise perceived by input sensors, potentially hindering further industry deployment.",1,0,0,0,0,0
442,The intrinsic uncertainty nature of deep learning decisions can be a fundamental reason for its incorrect behavior.,1,0,0,0,0,0
443,"Although some testing, adversarial attack and defense techniques have been recently proposed, it still lacks a systematic study to uncover the relationship between AEs and DL uncertainty.",1,0,0,0,0,0
444,"In this paper, we conduct a large-scale study towards bridging this gap.",0,1,1,0,0,0
445,"We first investigate the capability of multiple uncertainty metrics in differentiating benign examples (BEs) and AEs, which enables to characterize the uncertainty patterns of input data.",0,0,1,0,0,0
446,"Then, we identify and categorize the uncertainty patterns of BEs and AEs, and find that while BEs and AEs generated by existing methods do follow common uncertainty patterns, some other uncertainty patterns are largely missed.",0,0,1,0,0,0
447,"Based on this, we propose an automated testing technique to generate multiple types of uncommon AEs and BEs that are largely missed by existing techniques.",0,0,1,0,0,0
448,Our further evaluation reveals that the uncommon data generated by our method is hard to be defended by the existing defense techniques with the average defense success rate reduced by 35%.,0,0,0,1,1,0
449,Our results call for attention and necessity to generate more diverse data for evaluating quality assurance solutions of DL software.,0,0,0,0,0,1
450,"In Continuous Integration (CI), regression testing is constrained by the time between commits.",1,0,0,0,0,0
451,This demands for careful selection and/or prioritization of test cases within test suites too large to be run entirely.,1,0,0,0,0,0
452,"To this aim, some Machine Learning (ML) techniques have been proposed, as an alternative to deterministic approaches.",1,0,0,0,0,0
453,"Two broad strategies for ML-based prioritization are learning-to-rank and what we call ranking-to-learn (i.e., reinforcement learning).",1,0,0,0,0,0
454,Various ML algorithms can be applied in each strategy.,1,0,0,0,0,0
455,"In this paper we introduce ten of such algorithms for adoption in CI practices, and perform a comprehensive study comparing them against each other using subjects from the Apache Commons project.",0,1,1,1,0,0
456,We analyze the influence of several features of the code under test and of the test process.,0,1,1,0,0,0
457,The results allow to draw criteria to support testers in selecting and tuning the technique that best fits their context.,0,0,0,0,1,0
458,Black-box testing has been extensively applied to test models of Cyber-Physical systems (CPS) since these models are not often amenable to static and symbolic testing and verification.,1,0,0,0,0,0
459,"Black-box testing, however, requires to execute the model under test for a large number of candidate test inputs.",1,0,0,0,0,0
460,"This poses a challenge for a large and practically-important category of CPS models, known as compute-intensive CPS (CI-CPS) models, where a single simulation may take hours to complete.",1,0,0,0,0,0
461,"We propose a novel approach, namely ARIsTEO, to enable effective and efficient testing of CI-CPS models.",0,1,1,0,0,0
462,Our approach embeds black-box testing into an iterative approximation-refinement loop.,0,0,1,0,0,0
463,"At the start, some sampled inputs and outputs of the CI-CPS model under test are used to generate a surrogate model that is faster to execute and can be subjected to black-box testing.",0,0,1,0,0,0
464,Any failure-revealing test identified for the surrogate model is checked on the original model.,0,0,1,0,0,0
465,"If spurious, the test results are used to refine the surrogate model to be tested again.",0,0,1,0,0,0
466,"Otherwise, the test reveals a valid failure.",0,0,1,0,0,0
467,"We evaluated ARIsTEO by comparing it with S-Taliro, an open-source and industry-strength tool for testing CPS models.",0,0,0,1,0,0
468,"Our results, obtained based on five publicly-available CPS models, show that, on average, ARIsTEO is able to find 24% more requirements violations than S-Taliro and is 31% faster than S-Taliro in finding those violations.",0,0,0,0,1,0
469,We further assessed the effectiveness and efficiency of ARIsTEO on a large industrial case study from the satellite domain.,0,0,0,1,0,0
470,"In contrast to S-Taliro, ARIsTEO successfully tested two different versions of this model and could identify three requirements violations, requiring four hours, on average, for each violation.",0,0,0,0,1,0
471,"Although the need for gender-inclusivity in software is gaining attention among SE researchers and SE practitioners, and at least one method (GenderMag) has been published to help, little has been reported on how to make such methods work in real-world settings.",1,0,0,0,0,0
472,Real-world teams are ever-mindful of the practicalities of adding new methods on top of their existing processes.,1,0,0,0,0,0
473,"For example, how can they keep the time costs viable?",1,0,0,0,0,0
474,How can they maximize impacts of using it?,1,0,0,0,0,0
475,What about controversies that can arise in talking about gender?,1,0,0,0,0,0
476,"To find out how software teams ""in the trenches"" handle these and similar questions, we collected the GenderMag-based processes of 10 real-world software teams---more than 50 people---for periods ranging from 5 months to 3.5 years.",0,0,0,1,0,0
477,"We present these teams' insights and experiences in the form of 9 practices, 2 potential pitfalls, and 2 open issues, so as to provide their insights to other real-world software teams trying to engineer gender-inclusivity into their software products.",0,0,0,0,1,0
478,Formal methods and tools have a long history of successful applications in the design of safety-critical railway products.,1,0,0,0,0,0
479,"However, most of the experiences focused on the application of a single method at once, and little work has been performed to compare the applicability of the different available frameworks to the railway context.",1,0,0,0,0,0
480,"As a result, companies willing to introduce formal methods in their development process have little guidance on the selection of tools that could fit their needs.",1,0,0,0,0,0
481,"To address this goal, this paper presents a comparison between 9 different formal tools, namely Atelier B, CADP, FDR4, NuSMV, ProB, Simulink, SPIN, UMC, and UPPAAL SMC.",0,1,1,0,0,0
482,"We performed a judgment study, involving 17 experts with experience in formal methods applied to railways.",0,0,0,1,0,0
483,"In the study, part of the experts were required to model a railway signaling problem (a moving-block train distancing system) with the different tools, and to provide feedback on their experience.",0,0,0,1,0,0
484,"The information produced was then synthesized, and the results were validated by the remaining experts.",0,0,0,1,0,0
485,"Based on the outcome of this process, we provide a synthesis that describes when to use a certain tool, and what are the problems that may be faced by modelers.",0,0,0,0,1,0
486,"Our experience shows that the different tools serve different purposes, and multiple formal methods are required to fully cover the needs of the railway system design process.",0,0,0,0,1,1
487,"Developers experience a wide range of emotions during programming tasks, which may have an impact on job performance.",1,0,0,0,0,0
488,"In this paper, we present an empirical study aimed at (i) investigating the link between emotion and progress, (ii) understanding the triggers for developers' emotions and the strategies to deal with negative ones, (iii) identifying the minimal set of non-invasive biometric sensors for emotion recognition during programming tasks.",0,1,1,1,0,0
489,Results confirm previous findings about the relation between emotions and perceived productivity.,0,0,0,0,1,0
490,"Furthermore, we show that developers' emotions can be reliably recognized using only a wristband capturing the electrodermal activity and heart-related metrics.",0,0,0,0,1,0
491,Understanding the root cause of a defect is critical to isolating and repairing buggy behavior.,1,0,0,0,0,0
492,"We present Causal Testing, a new method of root-cause analysis that relies on the theory of counterfactual causality to identify a set of executions that likely hold key causal information necessary to understand and repair buggy behavior.",0,1,1,0,0,0
493,"Using the Defects4J benchmark, we find that Causal Testing could be applied to 71% of real-world defects, and for 77% of those, it can help developers identify the root cause of the defect.",0,0,0,1,1,0
494,A controlled experiment with 37 developers shows that Causal Testing improves participants' ability to identify the cause of the defect from 80% of the time with standard testing tools to 86% of the time with Causal Testing.,0,0,0,1,1,0
495,The participants report that Causal Testing provides useful information they cannot get using tools such as JUnit.,0,0,0,0,1,0
496,"Holmes, our prototype, open-source Eclipse plugin implementation of Causal Testing, is available at http://holmes.cs.umass.edu/.",0,0,0,0,0,1
497,Deep learning (DL) applications are becoming increasingly popular.,1,0,0,0,0,0
498,Their reliabilities largely depend on the performance of DL models integrated in these applications as a central classifying module.,1,0,0,0,0,0
499,Traditional techniques need to retrain the models or rebuild and redeploy the applications for coping with unexpected conditions beyond the models' handling capabilities.,1,0,0,0,0,0
500,"In this paper, we take a fault tolerance approach, Dissector, to distinguishing those inputs that represent unexpected conditions (beyond-inputs) from normal inputs that are still within the models' handling capabilities (within-inputs), thus keeping the applications still function with expected reliabilities.",0,1,1,1,0,0
501,"The key insight of Dissector is that a DL model should interpret a within-input with increasing confidence, while a beyond-input would probably cause confused guesses in the prediction process.",0,0,1,0,0,0
502,"Dissector works in an application-specific way, adaptive to DL models used in applications, and extremely efficiently, scalable to large-size datasets from complex scenarios.",0,0,1,0,0,0
503,The experimental evaluation shows that Dissector outperformed state-of-the-art techniques in the effectiveness (AUC: avg. 0.8935 and up to 0.9894) and efficiency (runtime overhead: only 3.3--5.8 milliseconds).,0,0,0,1,1,0
504,"Besides, it also exhibited encouraging usefulness in defensing against adversarial inputs (AUC: avg. 0.9983) and improving a DL model's actual accuracy in use (up to 16% for CIFAR-100 and 20% for ImageNet).",0,0,0,0,1,0
505,"Finding bugs in commercial cyber-physical system development tools (or ""model-based design"" tools) such as MathWorks's Simulink is important in practice, as these tools are widely used to generate embedded code that gets deployed in safety-critical applications such as cars and planes.",1,0,0,0,0,0
506,Equivalence Modulo Input (EMI) based mutation is a new twist on differential testing that promises lower use of computational resources and has already been successful at finding bugs in compilers for procedural languages.,1,0,0,0,0,0
507,"To provide EMI-based mutation for differential testing of cyber-physical system (CPS) development tools, this paper develops several novel mutation techniques.",0,1,1,0,0,0
508,"These techniques deal with CPS language features that are not found in procedural languages, such as an explicit notion of execution time and zombie code, which combines properties of live and dead procedural code.",0,0,1,0,0,0
509,In our experiments the most closely related work (SLforge) found two bugs in the Simulink tool.,0,0,0,1,1,0
510,"In comparison, SLEMI found a super-set of issues, including 9 confirmed as bugs by MathWorks Support.",0,0,0,0,1,0
511,"Android apps demand high-quality test inputs, whose generation remains an open challenge.",1,0,0,0,0,0
512,"Existing techniques fall short on exploring complex app functionalities reachable only by a long, meaningful, and effective test input.",1,0,0,0,0,0
513,"Observing that such test inputs can usually be decomposed into relatively independent short use cases, this paper presents ComboDroid, a fundamentally different Android app testing framework.",0,1,1,0,0,0
514,"ComboDroid obtains use cases for manifesting a specific app functionality (either manually provided or automatically extracted), and systematically enumerates the combinations of use cases, yielding high-quality test inputs.",0,0,1,0,0,0
515,The evaluation results of ComboDroid on real-world apps are encouraging.,0,0,0,0,1,0
516,"Our fully automatic variant outperformed the best existing technique APE by covering 4.6% more code (APE only outperformed Monkey by 2.1%), and revealed four previously unknown bugs in extensively tested subjects.",0,0,0,0,1,0
517,"Our semi-automatic variant boosts the manual use cases obtained with little manual labor, achieving a comparable coverage (only 3.2% less) with a white-box human testing expert.",0,0,0,0,1,0
518,Puppet is a popular computer system configuration management tool.,1,0,0,0,0,0
519,"By providing abstractions that model system resources it allows administrators to set up computer systems in a reliable, predictable, and documented fashion.",1,0,0,0,0,0
520,Its use suffers from two potential pitfalls.,1,0,0,0,0,0
521,"First, if ordering constraints are not correctly specified whenever a Puppet resource depends on another, the non-deterministic application of resources can lead to race conditions and consequent failures.",1,0,0,0,0,0
522,"Second, if a service is not tied to its resources (through the notification construct), the system may operate in a stale state whenever a resource gets modified.",1,0,0,0,0,0
523,Such faults can degrade a computing infrastructure's availability and functionality.,1,0,0,0,0,0
524,We have developed an approach that identifies these issues through the analysis of a Puppet program and its system call trace.,0,1,1,0,0,0
525,"Specifically, a formal model for traces allows us to capture the interactions of Puppet resources with the file system.",0,1,1,0,0,0
526,"By analyzing these interactions we identify (1) resources that are related to each other (e.g., operate on the same file), and (2) resources that should act as notifiers so that changes are correctly propagated.",0,0,1,0,0,0
527,We then check the relationships from the trace's analysis against the program's dependency graph: a representation containing all the ordering constraints and notifications declared in the program.,0,0,1,0,0,0
528,"If a mismatch is detected, our system reports a potential fault.",0,0,1,0,0,0
529,"We have evaluated our method on a large set of popular Puppet modules, and discovered 92 previously unknown issues in 33 modules.",0,0,0,1,0,0
530,Performance benchmarking shows that our approach can analyze in seconds real-world configurations with a magnitude measured in thousands of lines and millions of system calls.,0,0,0,0,1,0
531,A wide range of tools exist to assist developers in creating secure software.,1,0,0,0,0,0
532,"Many of these tools, such as static analysis engines or security checkers included in compilers, use warnings to communicate security issues to developers.",1,0,0,0,0,0
533,"The effectiveness of these tools relies on developers heeding these warnings, and there are many ways in which these warnings could be displayed.",1,0,0,0,0,0
534,Johnson et al. [46] conducted qualitative research and found that warning presentation and integration are main issues.,1,0,0,0,0,0
535,"We built on Johnson et al.'s work and examined what developers want from security warnings, including what form they should take and how they should integrate into their workflow and work context.",0,1,1,0,0,0
536,"To this end, we conducted a Grounded Theory study with 14 professional software developers and 12 computer science students as well as a focus group with 7 academic researchers to gather qualitative insights.",0,0,0,1,0,0
537,"To back up the theory developed from the qualitative research, we ran a quantitative survey with 50 professional software developers.",0,0,0,1,0,0
538,Our results show that there is significant heterogeneity amongst developers and that no one warning type is preferred over all others.,0,0,0,0,1,0
539,"The context in which the warnings are shown is also highly relevant, indicating that it is likely to be beneficial if IDEs and other development tools become more flexible in their warning interactions with developers.",0,0,0,0,1,0
540,"Based on our findings, we provide concrete recommendations for both future research as well as how IDEs and other security tools can improve their interaction with developers.",0,0,0,0,0,1
541,Software defect prediction aims to automatically locate defective code modules to better focus testing resources and human effort.,1,0,0,0,0,0
542,"Typically, software defect prediction pipelines are comprised of two parts: the first extracts program features, like abstract syntax trees, by using external tools, and the second applies machine learning-based classification models to those features in order to predict defective modules.",1,0,0,0,0,0
543,"Since such approaches depend on specific feature extraction tools, machine learning classifiers have to be custom-tailored to effectively build most accurate models.",1,0,0,0,0,0
544,"To bridge the gap between deep learning and defect prediction, we propose an end-to-end framework which can directly get prediction results for programs without utilizing feature-extraction tools.",0,1,1,0,0,0
545,"To that end, we first visualize programs as images, apply the self-attention mechanism to extract image features, use transfer learning to reduce the difference in sample distributions between projects, and finally feed the image files into a pre-trained, deep learning model for defect prediction.",0,0,1,0,0,0
546,Experiments with 10 open source projects from the PROMISE dataset show that our method can improve cross-project and within-project defect prediction.,0,0,0,1,0,0
547,Our code and data pointers are available at https://zenodo.org/record/3373409#.XV0Oy5Mza35.,0,0,0,0,0,1
548,Modern JavaScript applications extensively depend on third-party libraries.,1,0,0,0,0,0
549,"Especially for the Node.js platform, vulnerabilities can have severe consequences to the security of applications, resulting in, e.g., cross-site scripting and command injection attacks.",1,0,0,0,0,0
550,"Existing static analysis tools that have been developed to automatically detect such issues are either too coarse-grained, looking only at package dependency structure while ignoring dataflow, or rely on manually written taint specifications for the most popular libraries to ensure analysis scalability.",1,0,0,0,0,0
551,"In this work, we propose a technique for automatically extracting taint specifications for JavaScript libraries, based on a dynamic analysis that leverages the existing test suites of the libraries and their available clients in the npm repository.",0,1,1,0,0,0
552,"Due to the dynamic nature of JavaScript, mapping observations from dynamic analysis to taint specifications that fit into a static analysis is non-trivial.",1,0,0,0,0,0
553,"Our main insight is that this challenge can be addressed by a combination of an access path mechanism that identifies entry and exit points, and the use of membranes around the libraries of interest.",0,0,1,0,0,0
554,We show that our approach is effective at inferring useful taint specifications at scale.,0,0,1,0,0,0
555,Our prototype tool automatically extracts 146 additional taint sinks and 7840 propagation summaries spanning 1 393 npm modules.,0,0,0,1,1,0
556,"By integrating the extracted specifications into a commercial, state-of-the-art static analysis, 136 new alerts are produced, many of which correspond to likely security vulnerabilities.",0,0,0,0,1,0
557,"Moreover, many important specifications that were originally manually written are among the ones that our tool can now extract automatically.",0,0,0,0,1,0
558,Deep Learning (DL) systems are key enablers for engineering intelligent applications due to their ability to solve complex tasks such as image recognition and machine translation.,1,0,0,0,0,0
559,"Nevertheless, using DL systems in safety- and security-critical applications requires to provide testing evidence for their dependable operation.",1,0,0,0,0,0
560,Recent research in this direction focuses on adapting testing criteria from traditional software engineering as a means of increasing confidence for their correct behaviour.,1,0,0,0,0,0
561,"However, they are inadequate in capturing the intrinsic properties exhibited by these systems.",1,0,0,0,0,0
562,"We bridge this gap by introducing DeepImportance, a systematic testing methodology accompanied by an Importance-Driven (IDC) test adequacy criterion for DL systems.",0,1,1,0,0,0
